,Season,Team,W%,RS/G,RA/G,skill,oppW%,schedulerank
0,2004,ANA,0.5679012345679012,5.160493827160494,4.530864197530864,0.5592500149096977,0.5007765158507684,0.5007302840818151
1,2004,ARI,0.3148148148148148,3.7962962962962963,5.549382716049383,0.3329707603822985,0.5131356850805764,0.5113099402489554
2,2004,ATL,0.5925925925925926,4.95679012345679,4.1234567901234565,0.5834231474521365,0.48678479363753974,0.4911493020860908
3,2004,BAL,0.48148148148148145,5.197530864197531,5.1234567901234565,0.5065667208064435,0.5056457743432153,0.49960489570607913
4,2004,BOS,0.6049382716049383,5.8580246913580245,4.7407407407407405,0.5956236224585113,0.4976439453537319,0.49492182961219844
5,2004,CHC,0.5493827160493827,4.87037037037037,4.104938271604938,0.5775910282994942,0.5064061966012222,0.49891072487691335
6,2004,CHW,0.5123456790123457,5.339506172839506,5.12962962962963,0.5183373901289109,0.49308496186291817,0.4984427481338812
7,2004,CIN,0.4691358024691358,4.62962962962963,5.598765432098766,0.41390953586852874,0.5121165819859679,0.5134688031873444
8,2004,CLE,0.49382716049382713,5.296296296296297,5.290123456790123,0.5005335275547658,0.49057010132336626,0.49432529860489177
9,2004,COL,0.41975308641975306,5.1419753086419755,5.697530864197531,0.4531999112149799,0.5036383353166316,0.49991929642360083
10,2004,DET,0.4444444444444444,5.104938271604938,5.209876543209877,0.49069195718022934,0.49592690100831044,0.4968648399665726
11,2004,FLA,0.5123456790123457,4.432098765432099,4.320987654320987,0.511613485419419,0.49412394527799747,0.4961595467924146
12,2004,HOU,0.5679012345679012,4.95679012345679,4.308641975308642,0.563762973364124,0.5007814859308861,0.49779518583549504
13,2004,KCR,0.35802469135802467,4.444444444444445,5.58641975308642,0.396877842095559,0.5101512703051436,0.5109381528949558
14,2004,LAD,0.5740740740740741,4.697530864197531,4.222222222222222,0.5486496116975217,0.4885089380974151,0.49089827389470636
15,2004,MIL,0.4161490683229814,3.9135802469135803,4.672839506172839,0.4195830688297598,0.5141384579119412,0.5092749059180429
16,2004,MIN,0.5679012345679012,4.814814814814815,4.41358024691358,0.539723809127613,0.4719519445320121,0.4826621737172717
17,2004,MON,0.41358024691358025,3.919753086419753,4.746913580246914,0.41328961404866227,0.5032646326258775,0.5064090411888692
18,2004,NYM,0.4382716049382716,4.222222222222222,4.512345679012346,0.4696340060333612,0.5071323016393687,0.5033952716600948
19,2004,NYY,0.6234567901234568,5.537037037037037,4.987654320987654,0.5476607712989611,0.48644138476845544,0.4934430684818486
20,2004,OAK,0.5617283950617284,4.895061728395062,4.580246913580247,0.5303743974736311,0.5013336381649134,0.5027826123466064
21,2004,PHI,0.5308641975308642,5.185185185185185,4.820987654320987,0.5332690062592736,0.49356729630481605,0.4966008494531917
22,2004,PIT,0.4472049689440994,4.197530864197531,4.592592592592593,0.4589413465509245,0.5095065799127345,0.5038286344526046
23,2004,SDP,0.5370370370370371,4.7407407407407405,4.351851851851852,0.5390784449971572,0.4838337494000399,0.48432094255942915
24,2004,SEA,0.3888888888888889,4.308641975308642,5.080246913580247,0.4251984403434899,0.5210478159574594,0.5153242479988964
25,2004,SFG,0.5617283950617284,5.246913580246914,4.753086419753086,0.5450990646450391,0.4868439612579884,0.48858302049478014
26,2004,STL,0.6481481481481481,5.277777777777778,4.067901234567901,0.6169190803963985,0.48886134044480756,0.4886992081502489
27,2004,TBD,0.43478260869565216,4.407407407407407,5.197530864197531,0.4251269007857692,0.5079443180624068,0.5055587504462136
28,2004,TEX,0.5493827160493827,5.308641975308642,4.901234567901234,0.5364660221616483,0.5024005486968446,0.5015000094448406
29,2004,TOR,0.4161490683229814,4.438271604938271,5.080246913580247,0.4385069925364171,0.5100909193322859,0.5032965720278924
0,2005,ARI,0.47530864197530864,4.296296296296297,5.283950617283951,0.4064489448715097,0.48437738149672266,0.4853015941659746
1,2005,ATL,0.5555555555555556,4.746913580246914,4.160493827160494,0.5600353123666509,0.5021719250114307,0.5015446624901915
2,2005,BAL,0.4567901234567901,4.5,4.938271604938271,0.4575830638460848,0.5084209724127418,0.5127943111868689
3,2005,BOS,0.5864197530864198,5.617283950617284,4.969135802469136,0.5558564482609933,0.49881877762536164,0.5045891256714612
4,2005,CHC,0.4876543209876543,4.339506172839506,4.407407407407407,0.4928973005500636,0.5072778539856726,0.5067307433378205
5,2005,CHW,0.6111111111111112,4.574074074074074,3.9814814814814814,0.5631394039372581,0.48643499466544693,0.49681871340762884
6,2005,CIN,0.4506172839506173,5.061728395061729,5.487654320987654,0.46310443711015636,0.5099451303155004,0.5117514285163413
7,2005,CLE,0.5740740740740741,4.8765432098765435,3.962962962962963,0.5937823394038642,0.4862063709800332,0.4878926322813524
8,2005,COL,0.41358024691358025,4.574074074074074,5.320987654320987,0.4312394534933454,0.4897881420515162,0.4813749539339759
9,2005,DET,0.4382716049382716,4.462962962962963,4.8580246913580245,0.4612730179983347,0.5051440329218103,0.504139649251822
10,2005,FLA,0.5123456790123457,4.425925925925926,4.518518518518518,0.49052874500206295,0.5024386526444135,0.5048975188850651
11,2005,HOU,0.5493827160493827,4.277777777777778,3.759259259259259,0.558840464295832,0.4927221460143267,0.49716847030178846
12,2005,KCR,0.345679012345679,4.327160493827161,5.771604938271605,0.3711910195447218,0.5161560737692422,0.5188922561189496
13,2005,LAA,0.5864197530864198,4.697530864197531,3.9691358024691357,0.5764786061451173,0.4975232434080167,0.506326670949277
14,2005,LAD,0.4382716049382716,4.228395061728395,4.660493827160494,0.4556029843066069,0.49016918152720584,0.4801646387677234
15,2005,MIL,0.5,4.481481481481482,4.302469135802469,0.5186411622530971,0.4995808565767411,0.5003741540158153
16,2005,MIN,0.5123456790123457,4.246913580246914,4.08641975308642,0.517617105828138,0.49763755525072345,0.5025704256785944
17,2005,NYM,0.5123456790123457,4.45679012345679,4.0,0.549310699732683,0.5113168724279831,0.5059528231531742
18,2005,NYY,0.5864197530864198,5.469135802469136,4.87037037037037,0.552849269321403,0.4974851394604478,0.505702362343248
19,2005,OAK,0.5432098765432098,4.765432098765432,4.061728395061729,0.5725827838074404,0.5064776710867241,0.5103953559277534
20,2005,PHI,0.5432098765432098,4.981481481481482,4.481481481481482,0.5482409173534293,0.5014860539551893,0.5010366082016736
21,2005,PIT,0.41358024691358025,4.197530864197531,4.746913580246914,0.4439647180535767,0.5062490474013104,0.504815001177475
22,2005,SDP,0.5061728395061729,4.222222222222222,4.481481481481482,0.47276360298071657,0.48197683279987774,0.47928847502775196
23,2005,SEA,0.42592592592592593,4.314814814814815,4.635802469135802,0.46721921780820436,0.5162322816643801,0.5199346961060334
24,2005,SFG,0.46296296296296297,4.006172839506172,4.598765432098766,0.4372202556622937,0.48517756439567106,0.48311546694586316
25,2005,STL,0.6172839506172839,4.969135802469136,3.9135802469135803,0.6075419994172395,0.48449169333942965,0.4883443035404906
26,2005,TBD,0.41358024691358025,4.62962962962963,5.777777777777778,0.40001026102900206,0.5175659198292941,0.5213646103521835
27,2005,TEX,0.4876543209876543,5.339506172839506,5.296296296296297,0.5037173054139036,0.5110120408474313,0.5172584498108728
28,2005,TOR,0.49382716049382713,4.783950617283951,4.351851851851852,0.5432013515017651,0.5034674592287758,0.5009473481643038
29,2005,WSN,0.5,3.9444444444444446,4.154320987654321,0.47630057164769984,0.5084209724127415,0.5140036150922396
0,2006,ARI,0.4691358024691358,4.771604938271605,4.864197530864198,0.4912081948801428,0.496973694549289,0.4991020180865778
1,2006,ATL,0.4876543209876543,5.2407407407407405,4.969135802469136,0.5243275115743549,0.49654768768205837,0.4938059093275498
2,2006,BAL,0.43209876543209874,4.7407407407407405,5.549382716049383,0.4284414737523953,0.5143270842859317,0.5108182868146963
3,2006,BOS,0.5308641975308642,5.061728395061729,5.092592592592593,0.4972188651022884,0.5012193263222066,0.5018102064308709
4,2006,CHC,0.4074074074074074,4.419753086419753,5.148148148148148,0.43065667979908107,0.49640402869960887,0.49536288655830163
5,2006,CHW,0.5555555555555556,5.3580246913580245,4.901234567901234,0.5406769284753651,0.5037550138641566,0.5085161347072145
6,2006,CIN,0.49382716049382713,4.6234567901234565,4.944444444444445,0.46933025405872997,0.4794252883356475,0.4855907815946971
7,2006,CLE,0.48148148148148145,5.37037037037037,4.827160493827161,0.5486328583840651,0.5151480941872779,0.507773212510885
8,2006,COL,0.4691358024691358,5.018518518518518,5.012345679012346,0.5005630767561201,0.4993193356943577,0.4995596648544503
9,2006,DET,0.5864197530864198,5.074074074074074,4.166666666666667,0.589176156612734,0.5017736085905702,0.5032343662779774
10,2006,FLA,0.48148148148148145,4.679012345679013,4.765432098765432,0.4916279998223316,0.4951579586129591,0.4958123353558057
11,2006,HOU,0.5061728395061729,4.537037037037037,4.438271604938271,0.5100678212551583,0.48186559767343407,0.4843916679121729
12,2006,KCR,0.38271604938271603,4.672839506172839,5.993827160493828,0.3880295066234652,0.5309439554832287,0.5288872511167256
13,2006,LAA,0.5493827160493827,4.728395061728395,4.518518518518518,0.520759316884271,0.5075223345933665,0.5080480906574025
14,2006,LAD,0.5432098765432098,5.061728395061729,4.635802469135802,0.5401271657406178,0.4914867260993576,0.49470390466459957
15,2006,MIL,0.46296296296296297,4.506172839506172,5.1419753086419755,0.43990686023576,0.48687307172724914,0.4907352283194009
16,2006,MIN,0.5925925925925926,4.944444444444445,4.216049382716049,0.5723975699378867,0.49939033683889616,0.503303409818052
17,2006,NYM,0.5987654320987654,5.148148148148148,4.512345679012346,0.5600168630927626,0.4873085454137518,0.4926064283395545
18,2006,NYY,0.5987654320987654,5.7407407407407405,4.734567901234568,0.5872568850971612,0.49645633287608565,0.4933914453436605
19,2006,OAK,0.5740740740740741,4.7592592592592595,4.487654320987654,0.5268576914106354,0.5076525033583537,0.5095402257748631
20,2006,PHI,0.5246913580246914,5.339506172839506,5.012345679012346,0.5288951120875734,0.49287172175882105,0.4931496782594305
21,2006,PIT,0.41358024691358025,4.265432098765432,4.919753086419753,0.43507656423889307,0.4946668673632347,0.49383100733868707
22,2006,SDP,0.5432098765432098,4.512345679012346,4.191358024691358,0.5337087820089046,0.4890665337525237,0.49478378240871984
23,2006,SEA,0.48148148148148145,4.666666666666667,4.888888888888889,0.4787299373396775,0.5167053859574879,0.5132635027190795
24,2006,SFG,0.4720496894409938,4.604938271604938,4.8765432098765435,0.4738058925447567,0.4954876405940992,0.4982142055499828
25,2006,STL,0.515527950310559,4.820987654320987,4.703703703703703,0.5112656748601665,0.4726931964809936,0.476791892237968
26,2006,TBD,0.3765432098765432,4.253086419753086,5.283950617283951,0.401994086981153,0.5192424935223287,0.5138065842536864
27,2006,TEX,0.49382716049382713,5.154320987654321,4.839506172839506,0.5288009700297817,0.5187629991262122,0.5110450383870778
28,2006,TOR,0.5370370370370371,4.993827160493828,4.654320987654321,0.5321665094225617,0.5038103947568965,0.4992042191310905
29,2006,WSN,0.4382716049382716,4.604938271604938,5.382716049382716,0.4290821840717523,0.5009694022934313,0.5036413396416698
0,2007,ARI,0.5555555555555556,4.395061728395062,4.518518518518518,0.487328773035611,0.4950553699449149,0.5007789155943838
1,2007,ATL,0.5185185185185185,5.0,4.5246913580246915,0.5455721830763142,0.5011379755629796,0.4974337441682114
2,2007,BAL,0.42592592592592593,4.666666666666667,5.3580246913580245,0.4371307239948943,0.515001734547797,0.5175175123789192
3,2007,BOS,0.5925925925925926,5.351851851851852,4.055555555555555,0.6242342075526303,0.49755012656120956,0.50132774089682
4,2007,CHC,0.5246913580246914,4.6419753086419755,4.2592592592592595,0.5392843270980816,0.48398745889215183,0.4799055712469696
5,2007,CHW,0.4444444444444444,4.277777777777778,5.179012345679013,0.41341620275536245,0.5096784026825176,0.5142245591601101
6,2007,CIN,0.4444444444444444,4.833333333333333,5.265432098765432,0.46090567620133266,0.4970816583960056,0.4928217039650324
7,2007,CLE,0.5925925925925926,5.006172839506172,4.345679012345679,0.564372296715929,0.4875400091449471,0.4918479607846825
8,2007,COL,0.5521472392638037,5.308641975308642,4.679012345679013,0.5575033643354773,0.5005191955064454,0.4987444562920586
9,2007,DET,0.5432098765432098,5.4753086419753085,4.919753086419753,0.548792293903738,0.49996189605243074,0.4983108800056407
10,2007,FLA,0.4382716049382716,4.8765432098765435,5.5,0.4451787724307353,0.49980433739806573,0.4969649735002038
11,2007,HOU,0.4506172839506173,4.462962962962963,5.018518518518518,0.44653047176906907,0.4935342510072995,0.49063308991334725
12,2007,KCR,0.42592592592592593,4.3580246913580245,4.802469135802469,0.4556881469416376,0.5114442751974623,0.5072243831286318
13,2007,LAA,0.5802469135802469,5.074074074074074,4.512345679012346,0.5534718112415294,0.4959990855052579,0.4977040747342723
14,2007,LAD,0.5061728395061729,4.537037037037037,4.487654320987654,0.5050067225683919,0.5059149950020707,0.5029422341198
15,2007,MIL,0.5123456790123457,4.944444444444445,4.790123456790123,0.5145025362790908,0.48345774389097834,0.483464997013797
16,2007,MIN,0.4876543209876543,4.432098765432099,4.4753086419753085,0.49556141234224005,0.5047248894985517,0.5041253613459707
17,2007,NYM,0.5432098765432098,4.962962962962963,4.62962962962963,0.5317653333643222,0.495519396545678,0.4956155791900298
18,2007,NYY,0.5802469135802469,5.9753086419753085,4.796296296296297,0.5992206525947809,0.49574544879904736,0.49923695719385147
19,2007,OAK,0.4691358024691358,4.574074074074074,4.679012345679013,0.4896241269311151,0.5054107605547931,0.5026207041292537
20,2007,PHI,0.5493827160493827,5.506172839506172,5.067901234567901,0.5378737468373602,0.49204819705211,0.49115370580237727
21,2007,PIT,0.41975308641975306,4.469135802469136,5.222222222222222,0.4292327538540728,0.49837345234855845,0.4927718166716725
22,2007,SDP,0.5460122699386503,4.574074074074074,4.111111111111111,0.5486657057169135,0.5027628868485741,0.4984337652258258
23,2007,SEA,0.5432098765432098,4.901234567901234,5.018518518518518,0.48918288898848983,0.5019708857788583,0.5092961780177256
24,2007,SFG,0.4382716049382716,4.216049382716049,4.444444444444445,0.4758826984974215,0.51406923978183,0.5093308052743711
25,2007,STL,0.48148148148148145,4.4753086419753085,5.117283950617284,0.43897850905377706,0.4898762720406786,0.4928670377464059
26,2007,TBD,0.4074074074074074,4.827160493827161,5.827160493827161,0.41470787888762684,0.5163353727127108,0.5223230712032574
27,2007,TEX,0.46296296296296297,5.037037037037037,5.209876543209877,0.4845697024028823,0.5076207895137932,0.5059613966627924
28,2007,TOR,0.5123456790123457,4.648148148148148,4.314814814814815,0.5339921125702098,0.5015372488295304,0.5073396852025437
29,2007,WSN,0.4506172839506173,4.154320987654321,4.833333333333333,0.43117988297770404,0.5025094839089129,0.5032612584858966
0,2008,ARI,0.5061728395061729,4.444444444444445,4.3580246913580245,0.5089824918159174,0.4807000521772742,0.48274834234111264
1,2008,ATL,0.4444444444444444,4.648148148148148,4.802469135802469,0.48506190380481,0.49695949432038133,0.4953094723876306
2,2008,BAL,0.422360248447205,4.827160493827161,5.364197530864198,0.45188838145323923,0.5209108563468077,0.5192674471280396
3,2008,BOS,0.5864197530864198,5.216049382716049,4.283950617283951,0.5891039377726041,0.5110982368176875,0.5110197261797691
4,2008,CHC,0.6024844720496895,5.277777777777778,4.1419753086419755,0.6090851146461065,0.4888325973229816,0.4841813901766254
5,2008,CHW,0.5460122699386503,5.006172839506172,4.5,0.5486128512267021,0.5090440110859817,0.5110884232616364
6,2008,CIN,0.4567901234567901,4.345679012345679,4.938271604938271,0.44178149432173996,0.5081843019309467,0.5069789035237549
7,2008,CLE,0.5,4.969135802469136,4.697530864197531,0.5256929306829677,0.4995818250381604,0.49952756505215545
8,2008,COL,0.4567901234567901,4.611111111111111,5.074074074074074,0.4563400673785185,0.48553198207207415,0.48829550029897334
9,2008,DET,0.4567901234567901,5.067901234567901,5.290123456790123,0.4803765595818012,0.5068816893786402,0.5082204168344414
10,2008,FLA,0.5217391304347826,4.753086419753086,4.734567901234568,0.5017859413220395,0.4869322393476979,0.49167628781876194
11,2008,HOU,0.5341614906832298,4.395061728395062,4.58641975308642,0.48051208115282945,0.4970217386570933,0.4968207902992933
12,2008,KCR,0.46296296296296297,4.265432098765432,4.820987654320987,0.44421900024261035,0.5079100226220388,0.5138181356548718
13,2008,LAA,0.6172839506172839,4.722222222222222,4.302469135802469,0.5424861690011568,0.49142556057349196,0.5000255269961732
14,2008,LAD,0.5185185185185185,4.320987654320987,4.0,0.5352556562262912,0.4844219408857766,0.48213670541737497
15,2008,MIL,0.5555555555555556,4.62962962962963,4.253086419753086,0.5387328525511604,0.49324577437341627,0.4932846197351246
16,2008,MIN,0.5398773006134969,5.117283950617284,4.598765432098766,0.5487223426690181,0.5011780861277623,0.5033372966327307
17,2008,NYM,0.5493827160493827,4.932098765432099,4.41358024691358,0.55064410439783,0.4852667891673076,0.4869794773732349
18,2008,NYY,0.5493827160493827,4.87037037037037,4.487654320987654,0.5373718997068374,0.5125277831544081,0.5144730547040819
19,2008,OAK,0.4658385093167702,3.9876543209876543,4.2592592592592595,0.4698908408776968,0.5061486105470943,0.5028244467895614
20,2008,PHI,0.5679012345679012,4.932098765432099,4.197530864197531,0.5732493028008667,0.488391312867963,0.4901856802778717
21,2008,PIT,0.41358024691358025,4.537037037037037,5.45679012345679,0.4163455832749658,0.5113623784989642,0.5080711358271961
22,2008,SDP,0.3888888888888889,3.932098765432099,4.716049382716049,0.41758610688385384,0.49032662402427907,0.49115849263318573
23,2008,SEA,0.3765432098765432,4.1419753086419755,5.006172839506172,0.41416274750982424,0.5099300472911757,0.5056665867573217
24,2008,SFG,0.4444444444444444,3.950617283950617,4.685185185185185,0.42260797232425407,0.48538116634849116,0.4902284118812254
25,2008,STL,0.5308641975308642,4.808641975308642,4.4753086419753085,0.5328192661451935,0.4973670408900318,0.49252699184919013
26,2008,TBR,0.5987654320987654,4.777777777777778,4.1419753086419755,0.5649629632995102,0.5114173150900637,0.5149358730210216
27,2008,TEX,0.4876543209876543,5.561728395061729,5.969135802469136,0.46770287549852463,0.5050785579604232,0.5043677745548976
28,2008,TOR,0.5308641975308642,4.407407407407407,3.765432098765432,0.5715274723326224,0.5151448316193481,0.5131892750290341
29,2008,WSN,0.36645962732919257,3.95679012345679,5.092592592592593,0.38655707705723735,0.4994514544498789,0.500598408864318
0,2009,ARI,0.43209876543209874,4.444444444444445,4.827160493827161,0.4622806843975823,0.5107753703656366,0.5040602502539682
1,2009,ATL,0.5308641975308642,4.537037037037037,3.95679012345679,0.5622796548103925,0.4924854755325319,0.4924732872009927
2,2009,BAL,0.3950617283950617,4.574074074074074,5.407407407407407,0.42402329995476196,0.5199325723764611,0.5188189117182868
3,2009,BOS,0.5864197530864198,5.382716049382716,4.54320987654321,0.5769569064869015,0.4984417121810135,0.5043612432819085
4,2009,CHC,0.515527950310559,4.364197530864198,4.148148148148148,0.5232116426275492,0.4859475405909183,0.48261590487389394
5,2009,CHW,0.4876543209876543,4.469135802469136,4.518518518518518,0.4949726463064703,0.49425179670501573,0.4957455221987547
6,2009,CIN,0.48148148148148145,4.154320987654321,4.462962962962963,0.4672606793362238,0.48505047234694715,0.48825363522828535
7,2009,CLE,0.4012345679012346,4.771604938271605,5.339506172839506,0.44873469955320777,0.5046714513365151,0.5000074191134243
8,2009,COL,0.5679012345679012,4.962962962962963,4.41358024691358,0.5534671941177376,0.4968364648729341,0.4962440060118313
9,2009,DET,0.5276073619631901,4.58641975308642,4.598765432098766,0.49877016302990484,0.4927816170956999,0.497180794159755
10,2009,FLA,0.5370370370370371,4.765432098765432,4.728395061728395,0.5035695283364783,0.4899374811255288,0.4977221259109971
11,2009,HOU,0.4567901234567901,3.9691358024691357,4.753086419753086,0.41827717035523343,0.49673663784449934,0.4976390271436494
12,2009,KCR,0.4012345679012346,4.234567901234568,5.197530864197531,0.40734031236139134,0.5028978427459446,0.5036476781252801
13,2009,LAA,0.5987654320987654,5.450617283950617,4.697530864197531,0.5676098693851751,0.5049502404522724,0.5029424145474733
14,2009,LAD,0.5864197530864198,4.814814814814815,3.771604938271605,0.6098972745876201,0.499459681290062,0.493598169392569
15,2009,MIL,0.49382716049382713,4.845679012345679,5.049382716049383,0.48116969195341347,0.4930791801337248,0.4929321436713175
16,2009,MIN,0.5337423312883436,5.04320987654321,4.722222222222222,0.5300504314455545,0.4935862415590887,0.49382477648139395
17,2009,NYM,0.43209876543209874,4.1419753086419755,4.672839506172839,0.4450510252312694,0.5059742729719466,0.5063381096330482
18,2009,NYY,0.6358024691358025,5.648148148148148,4.648148148148148,0.5882151244363021,0.49451677181486026,0.5021677847957567
19,2009,OAK,0.46296296296296297,4.685185185185185,4.697530864197531,0.4987960542635898,0.5232020313378082,0.5130337026002788
20,2009,PHI,0.5740740740740741,5.061728395061729,4.3765432098765435,0.5661527314858121,0.48507863613428076,0.4899291992111634
21,2009,PIT,0.38509316770186336,3.925925925925926,4.7407407407407405,0.4145658596904842,0.49500965333884245,0.49133066059476566
22,2009,SDP,0.46296296296296297,3.9382716049382718,4.746913580246914,0.41538264304915046,0.5105675736826206,0.5120289045476178
23,2009,SEA,0.5246913580246914,3.950617283950617,4.271604938271605,0.46432185602880977,0.509027362842152,0.5100624001816194
24,2009,SFG,0.5432098765432098,4.055555555555555,3.771604938271605,0.5331598353153243,0.5011966059559543,0.5001036192444512
25,2009,STL,0.5617283950617284,4.506172839506172,3.950617283950617,0.5599070257397745,0.4796083217360437,0.47844872611724093
26,2009,TBR,0.5185185185185185,4.95679012345679,4.654320987654321,0.5287734475232381,0.5046526556347554,0.5059445428431301
27,2009,TEX,0.5370370370370371,4.839506172839506,4.567901234567901,0.5264000922563843,0.5076175167821001,0.503337905940702
28,2009,TOR,0.46296296296296297,4.925925925925926,4.7592592592592595,0.5157420479063112,0.5157563329695923,0.512461583029613
29,2009,WSN,0.36419753086419754,4.382716049382716,5.395061728395062,0.4060540140293089,0.5059704862442379,0.5057011523442111
0,2010,ARI,0.4012345679012346,4.401234567901234,5.160493827160494,0.4277004776973503,0.516422801402225,0.5192388286129594
1,2010,ATL,0.5617283950617284,4.555555555555555,3.882716049382716,0.5725975403416169,0.49557994208199935,0.4978147237807484
2,2010,BAL,0.4074074074074074,3.7839506172839505,4.845679012345679,0.38874434612576875,0.5235482395976219,0.5246959609112869
3,2010,BOS,0.5493827160493827,5.049382716049383,4.592592592592593,0.5432722219794122,0.5079256210943449,0.506290470308643
4,2010,CHC,0.46296296296296297,4.228395061728395,4.734567901234568,0.4484551772248063,0.4937128486511198,0.49211735561841186
5,2010,CHW,0.5432098765432098,4.6419753086419755,4.345679012345679,0.5301391870751113,0.4883020880963264,0.48585412540111755
6,2010,CIN,0.5617283950617284,4.8765432098765435,4.228395061728395,0.5648781202124535,0.476680384087791,0.475133271601342
7,2010,CLE,0.42592592592592593,3.9876543209876543,4.6419753086419755,0.43093328719938356,0.510211857948483,0.5063805125906304
8,2010,COL,0.5123456790123457,4.753086419753086,4.425925925925926,0.5325802349789749,0.49931412894375815,0.5017247961260894
9,2010,DET,0.5,4.635802469135802,4.58641975308642,0.5048994883984774,0.49295076969974055,0.4889383007975769
10,2010,FLA,0.49382716049382713,4.438271604938271,4.425925925925926,0.5012743713235652,0.5070111263526899,0.5095796566939272
11,2010,HOU,0.4691358024691358,3.771604938271605,4.5,0.41991179450190563,0.49649443682365446,0.499682081973157
12,2010,KCR,0.41358024691358025,4.172839506172839,5.216049382716049,0.3993071787485911,0.5109358329522935,0.5099556797063326
13,2010,LAA,0.49382716049382713,4.203703703703703,4.333333333333333,0.4861087984075762,0.49828532235939593,0.4983208078158338
14,2010,LAD,0.49382716049382713,4.117283950617284,4.271604938271605,0.4831722292127757,0.504305746075293,0.5109581249763779
15,2010,MIL,0.47530864197530864,4.62962962962963,4.962962962962963,0.4682346666356778,0.4913122999542748,0.489752179306895
16,2010,MIN,0.5802469135802469,4.820987654320987,4.1419753086419755,0.5690080093714135,0.49066453284560246,0.48871253682048976
17,2010,NYM,0.4876543209876543,4.049382716049383,4.0246913580246915,0.5027981446487401,0.5050678250266722,0.5068284817784314
18,2010,NYY,0.5864197530864198,5.302469135802469,4.277777777777778,0.5969979976239076,0.49855204999237895,0.49451381188432186
