,Unnamed: 0,Season,Team,W%,RS/G,RA/G,skill,oppW%,schedulerank,Division
0,0,2004,ANA,0.5679012345679012,5.160493827160494,4.530864197530864,0.5592500149096977,0.5007765158507684,0.5007302840818151,AL West
1,1,2004,ARI,0.3148148148148148,3.796296296296296,5.549382716049383,0.3329707603822985,0.5131356850805764,0.5113099402489554,NL West
2,2,2004,ATL,0.5925925925925926,4.95679012345679,4.1234567901234565,0.5834231474521365,0.4867847936375397,0.4911493020860908,NL East
3,3,2004,BAL,0.4814814814814814,5.197530864197531,5.1234567901234565,0.5065667208064435,0.5056457743432153,0.4996048957060791,AL East
4,4,2004,BOS,0.6049382716049383,5.8580246913580245,4.7407407407407405,0.5956236224585113,0.4976439453537319,0.4949218296121984,AL East
5,5,2004,CHC,0.5493827160493827,4.87037037037037,4.104938271604938,0.5775910282994942,0.5064061966012222,0.4989107248769133,NL Central
6,6,2004,CHW,0.5123456790123457,5.339506172839506,5.12962962962963,0.5183373901289109,0.4930849618629181,0.4984427481338812,AL Central
7,7,2004,CIN,0.4691358024691358,4.62962962962963,5.598765432098766,0.4139095358685287,0.5121165819859679,0.5134688031873444,NL Central
8,8,2004,CLE,0.4938271604938271,5.296296296296297,5.290123456790123,0.5005335275547658,0.4905701013233662,0.4943252986048917,AL Central
9,9,2004,COL,0.419753086419753,5.141975308641976,5.697530864197531,0.4531999112149799,0.5036383353166316,0.4999192964236008,NL West
10,10,2004,DET,0.4444444444444444,5.104938271604938,5.209876543209877,0.4906919571802293,0.4959269010083104,0.4968648399665726,AL Central
11,11,2004,FLA,0.5123456790123457,4.432098765432099,4.320987654320987,0.511613485419419,0.4941239452779974,0.4961595467924146,NL East
12,12,2004,HOU,0.5679012345679012,4.95679012345679,4.308641975308642,0.563762973364124,0.5007814859308861,0.497795185835495,NL Central
13,13,2004,KCR,0.3580246913580246,4.444444444444445,5.58641975308642,0.396877842095559,0.5101512703051436,0.5109381528949558,AL Central
14,14,2004,LAD,0.5740740740740741,4.697530864197531,4.222222222222222,0.5486496116975217,0.4885089380974151,0.4908982738947063,NL West
15,15,2004,MIL,0.4161490683229814,3.91358024691358,4.672839506172839,0.4195830688297598,0.5141384579119412,0.5092749059180429,NL Central
16,16,2004,MIN,0.5679012345679012,4.814814814814815,4.41358024691358,0.539723809127613,0.4719519445320121,0.4826621737172717,AL Central
17,17,2004,MON,0.4135802469135802,3.919753086419753,4.746913580246914,0.4132896140486622,0.5032646326258775,0.5064090411888692,NL East
18,18,2004,NYM,0.4382716049382716,4.222222222222222,4.512345679012346,0.4696340060333612,0.5071323016393687,0.5033952716600948,NL East
19,19,2004,NYY,0.6234567901234568,5.537037037037037,4.987654320987654,0.5476607712989611,0.4864413847684554,0.4934430684818486,AL East
20,20,2004,OAK,0.5617283950617284,4.895061728395062,4.580246913580247,0.5303743974736311,0.5013336381649134,0.5027826123466064,AL West
21,21,2004,PHI,0.5308641975308642,5.185185185185185,4.820987654320987,0.5332690062592736,0.493567296304816,0.4966008494531917,NL East
22,22,2004,PIT,0.4472049689440994,4.197530864197531,4.592592592592593,0.4589413465509245,0.5095065799127345,0.5038286344526046,NL Central
23,23,2004,SDP,0.5370370370370371,4.7407407407407405,4.351851851851852,0.5390784449971572,0.4838337494000399,0.4843209425594291,NL West
24,24,2004,SEA,0.3888888888888889,4.308641975308642,5.080246913580247,0.4251984403434899,0.5210478159574594,0.5153242479988964,AL West
25,25,2004,SFG,0.5617283950617284,5.246913580246914,4.753086419753086,0.5450990646450391,0.4868439612579884,0.4885830204947801,NL West
26,26,2004,STL,0.6481481481481481,5.277777777777778,4.067901234567901,0.6169190803963985,0.4888613404448075,0.4886992081502489,NL Central
27,27,2004,TBD,0.4347826086956521,4.407407407407407,5.197530864197531,0.4251269007857692,0.5079443180624068,0.5055587504462136,AL East
28,28,2004,TEX,0.5493827160493827,5.308641975308642,4.901234567901234,0.5364660221616483,0.5024005486968446,0.5015000094448406,AL West
29,29,2004,TOR,0.4161490683229814,4.438271604938271,5.080246913580247,0.4385069925364171,0.5100909193322859,0.5032965720278924,AL East
30,0,2005,ARI,0.4753086419753086,4.296296296296297,5.283950617283951,0.4064489448715097,0.4843773814967226,0.4853015941659746,NL West
31,1,2005,ATL,0.5555555555555556,4.746913580246914,4.160493827160494,0.5600353123666509,0.5021719250114307,0.5015446624901915,NL East
32,2,2005,BAL,0.4567901234567901,4.5,4.938271604938271,0.4575830638460848,0.5084209724127418,0.5127943111868689,AL East
33,3,2005,BOS,0.5864197530864198,5.617283950617284,4.969135802469136,0.5558564482609933,0.4988187776253616,0.5045891256714612,AL East
34,4,2005,CHC,0.4876543209876543,4.339506172839506,4.407407407407407,0.4928973005500636,0.5072778539856726,0.5067307433378205,NL Central
35,5,2005,CHW,0.6111111111111112,4.574074074074074,3.9814814814814814,0.5631394039372581,0.4864349946654469,0.4968187134076288,AL Central
36,6,2005,CIN,0.4506172839506173,5.061728395061729,5.487654320987654,0.4631044371101563,0.5099451303155004,0.5117514285163413,NL Central
37,7,2005,CLE,0.5740740740740741,4.876543209876544,3.962962962962963,0.5937823394038642,0.4862063709800332,0.4878926322813524,AL Central
38,8,2005,COL,0.4135802469135802,4.574074074074074,5.320987654320987,0.4312394534933454,0.4897881420515162,0.4813749539339759,NL West
39,9,2005,DET,0.4382716049382716,4.462962962962963,4.8580246913580245,0.4612730179983347,0.5051440329218103,0.504139649251822,AL Central
40,10,2005,FLA,0.5123456790123457,4.425925925925926,4.518518518518518,0.4905287450020629,0.5024386526444135,0.5048975188850651,NL East
41,11,2005,HOU,0.5493827160493827,4.277777777777778,3.759259259259259,0.558840464295832,0.4927221460143267,0.4971684703017884,NL Central
42,12,2005,KCR,0.345679012345679,4.327160493827161,5.771604938271605,0.3711910195447218,0.5161560737692422,0.5188922561189496,AL Central
43,13,2005,LAA,0.5864197530864198,4.697530864197531,3.969135802469136,0.5764786061451173,0.4975232434080167,0.506326670949277,AL West
44,14,2005,LAD,0.4382716049382716,4.228395061728395,4.660493827160494,0.4556029843066069,0.4901691815272058,0.4801646387677234,NL West
45,15,2005,MIL,0.5,4.481481481481482,4.302469135802469,0.5186411622530971,0.4995808565767411,0.5003741540158153,NL Central
46,16,2005,MIN,0.5123456790123457,4.246913580246914,4.08641975308642,0.517617105828138,0.4976375552507234,0.5025704256785944,AL Central
47,17,2005,NYM,0.5123456790123457,4.45679012345679,4.0,0.549310699732683,0.5113168724279831,0.5059528231531742,NL East
48,18,2005,NYY,0.5864197530864198,5.469135802469136,4.87037037037037,0.552849269321403,0.4974851394604478,0.505702362343248,AL East
49,19,2005,OAK,0.5432098765432098,4.765432098765432,4.061728395061729,0.5725827838074404,0.5064776710867241,0.5103953559277534,AL West
50,20,2005,PHI,0.5432098765432098,4.981481481481482,4.481481481481482,0.5482409173534293,0.5014860539551893,0.5010366082016736,NL East
51,21,2005,PIT,0.4135802469135802,4.197530864197531,4.746913580246914,0.4439647180535767,0.5062490474013104,0.504815001177475,NL Central
52,22,2005,SDP,0.5061728395061729,4.222222222222222,4.481481481481482,0.4727636029807165,0.4819768327998777,0.4792884750277519,NL West
53,23,2005,SEA,0.4259259259259259,4.314814814814815,4.635802469135802,0.4672192178082043,0.5162322816643801,0.5199346961060334,AL West
54,24,2005,SFG,0.4629629629629629,4.006172839506172,4.598765432098766,0.4372202556622937,0.485177564395671,0.4831154669458631,NL West
55,25,2005,STL,0.6172839506172839,4.969135802469136,3.91358024691358,0.6075419994172395,0.4844916933394296,0.4883443035404906,NL Central
56,26,2005,TBD,0.4135802469135802,4.62962962962963,5.777777777777778,0.400010261029002,0.5175659198292941,0.5213646103521835,AL East
57,27,2005,TEX,0.4876543209876543,5.339506172839506,5.296296296296297,0.5037173054139036,0.5110120408474313,0.5172584498108728,AL West
58,28,2005,TOR,0.4938271604938271,4.783950617283951,4.351851851851852,0.5432013515017651,0.5034674592287758,0.5009473481643038,AL East
59,29,2005,WSN,0.5,3.9444444444444446,4.154320987654321,0.4763005716476998,0.5084209724127415,0.5140036150922396,NL East
60,0,2006,ARI,0.4691358024691358,4.771604938271605,4.864197530864198,0.4912081948801428,0.496973694549289,0.4991020180865778,NL West
61,1,2006,ATL,0.4876543209876543,5.2407407407407405,4.969135802469136,0.5243275115743549,0.4965476876820583,0.4938059093275498,NL East
62,2,2006,BAL,0.4320987654320987,4.7407407407407405,5.549382716049383,0.4284414737523953,0.5143270842859317,0.5108182868146963,AL East
63,3,2006,BOS,0.5308641975308642,5.061728395061729,5.092592592592593,0.4972188651022884,0.5012193263222066,0.5018102064308709,AL East
64,4,2006,CHC,0.4074074074074074,4.419753086419753,5.148148148148148,0.430656679799081,0.4964040286996088,0.4953628865583016,NL Central
65,5,2006,CHW,0.5555555555555556,5.3580246913580245,4.901234567901234,0.5406769284753651,0.5037550138641566,0.5085161347072145,AL Central
66,6,2006,CIN,0.4938271604938271,4.6234567901234565,4.944444444444445,0.4693302540587299,0.4794252883356475,0.4855907815946971,NL Central
67,7,2006,CLE,0.4814814814814814,5.37037037037037,4.827160493827161,0.5486328583840651,0.5151480941872779,0.507773212510885,AL Central
68,8,2006,COL,0.4691358024691358,5.018518518518518,5.012345679012346,0.5005630767561201,0.4993193356943577,0.4995596648544503,NL West
69,9,2006,DET,0.5864197530864198,5.074074074074074,4.166666666666667,0.589176156612734,0.5017736085905702,0.5032343662779774,AL Central
70,10,2006,FLA,0.4814814814814814,4.679012345679013,4.765432098765432,0.4916279998223316,0.4951579586129591,0.4958123353558057,NL East
71,11,2006,HOU,0.5061728395061729,4.537037037037037,4.438271604938271,0.5100678212551583,0.481865597673434,0.4843916679121729,NL Central
72,12,2006,KCR,0.382716049382716,4.672839506172839,5.993827160493828,0.3880295066234652,0.5309439554832287,0.5288872511167256,AL Central
73,13,2006,LAA,0.5493827160493827,4.728395061728395,4.518518518518518,0.520759316884271,0.5075223345933665,0.5080480906574025,AL West
74,14,2006,LAD,0.5432098765432098,5.061728395061729,4.635802469135802,0.5401271657406178,0.4914867260993576,0.4947039046645995,NL West
75,15,2006,MIL,0.4629629629629629,4.506172839506172,5.141975308641976,0.43990686023576,0.4868730717272491,0.4907352283194009,NL Central
76,16,2006,MIN,0.5925925925925926,4.944444444444445,4.216049382716049,0.5723975699378867,0.4993903368388961,0.503303409818052,AL Central
77,17,2006,NYM,0.5987654320987654,5.148148148148148,4.512345679012346,0.5600168630927626,0.4873085454137518,0.4926064283395545,NL East
78,18,2006,NYY,0.5987654320987654,5.7407407407407405,4.734567901234568,0.5872568850971612,0.4964563328760856,0.4933914453436605,AL East
79,19,2006,OAK,0.5740740740740741,4.75925925925926,4.487654320987654,0.5268576914106354,0.5076525033583537,0.5095402257748631,AL West
80,20,2006,PHI,0.5246913580246914,5.339506172839506,5.012345679012346,0.5288951120875734,0.492871721758821,0.4931496782594305,NL East
81,21,2006,PIT,0.4135802469135802,4.265432098765432,4.919753086419753,0.435076564238893,0.4946668673632347,0.493831007338687,NL Central
82,22,2006,SDP,0.5432098765432098,4.512345679012346,4.191358024691358,0.5337087820089046,0.4890665337525237,0.4947837824087198,NL West
83,23,2006,SEA,0.4814814814814814,4.666666666666667,4.888888888888889,0.4787299373396775,0.5167053859574879,0.5132635027190795,AL West
84,24,2006,SFG,0.4720496894409938,4.604938271604938,4.876543209876544,0.4738058925447567,0.4954876405940992,0.4982142055499828,NL West
85,25,2006,STL,0.515527950310559,4.820987654320987,4.703703703703703,0.5112656748601665,0.4726931964809936,0.476791892237968,NL Central
86,26,2006,TBD,0.3765432098765432,4.253086419753086,5.283950617283951,0.401994086981153,0.5192424935223287,0.5138065842536864,AL East
87,27,2006,TEX,0.4938271604938271,5.154320987654321,4.839506172839506,0.5288009700297817,0.5187629991262122,0.5110450383870778,AL West
88,28,2006,TOR,0.5370370370370371,4.993827160493828,4.654320987654321,0.5321665094225617,0.5038103947568965,0.4992042191310905,AL East
89,29,2006,WSN,0.4382716049382716,4.604938271604938,5.382716049382716,0.4290821840717523,0.5009694022934313,0.5036413396416698,NL East
90,0,2007,ARI,0.5555555555555556,4.395061728395062,4.518518518518518,0.487328773035611,0.4950553699449149,0.5007789155943838,NL West
91,1,2007,ATL,0.5185185185185185,5.0,4.524691358024692,0.5455721830763142,0.5011379755629796,0.4974337441682114,NL East
92,2,2007,BAL,0.4259259259259259,4.666666666666667,5.3580246913580245,0.4371307239948943,0.515001734547797,0.5175175123789192,AL East
93,3,2007,BOS,0.5925925925925926,5.351851851851852,4.055555555555555,0.6242342075526303,0.4975501265612095,0.50132774089682,AL East
94,4,2007,CHC,0.5246913580246914,4.641975308641976,4.25925925925926,0.5392843270980816,0.4839874588921518,0.4799055712469696,NL Central
95,5,2007,CHW,0.4444444444444444,4.277777777777778,5.179012345679013,0.4134162027553624,0.5096784026825176,0.5142245591601101,AL Central
96,6,2007,CIN,0.4444444444444444,4.833333333333333,5.265432098765432,0.4609056762013326,0.4970816583960056,0.4928217039650324,NL Central
97,7,2007,CLE,0.5925925925925926,5.006172839506172,4.345679012345679,0.564372296715929,0.4875400091449471,0.4918479607846825,AL Central
98,8,2007,COL,0.5521472392638037,5.308641975308642,4.679012345679013,0.5575033643354773,0.5005191955064454,0.4987444562920586,NL West
99,9,2007,DET,0.5432098765432098,5.4753086419753085,4.919753086419753,0.548792293903738,0.4999618960524307,0.4983108800056407,AL Central
100,10,2007,FLA,0.4382716049382716,4.876543209876544,5.5,0.4451787724307353,0.4998043373980657,0.4969649735002038,NL East
101,11,2007,HOU,0.4506172839506173,4.462962962962963,5.018518518518518,0.446530471769069,0.4935342510072995,0.4906330899133472,NL Central
102,12,2007,KCR,0.4259259259259259,4.3580246913580245,4.802469135802469,0.4556881469416376,0.5114442751974623,0.5072243831286318,AL Central
103,13,2007,LAA,0.5802469135802469,5.074074074074074,4.512345679012346,0.5534718112415294,0.4959990855052579,0.4977040747342723,AL West
104,14,2007,LAD,0.5061728395061729,4.537037037037037,4.487654320987654,0.5050067225683919,0.5059149950020707,0.5029422341198,NL West
105,15,2007,MIL,0.5123456790123457,4.944444444444445,4.790123456790123,0.5145025362790908,0.4834577438909783,0.483464997013797,NL Central
106,16,2007,MIN,0.4876543209876543,4.432098765432099,4.4753086419753085,0.49556141234224,0.5047248894985517,0.5041253613459707,AL Central
107,17,2007,NYM,0.5432098765432098,4.962962962962963,4.62962962962963,0.5317653333643222,0.495519396545678,0.4956155791900298,NL East
108,18,2007,NYY,0.5802469135802469,5.9753086419753085,4.796296296296297,0.5992206525947809,0.4957454487990473,0.4992369571938514,AL East
109,19,2007,OAK,0.4691358024691358,4.574074074074074,4.679012345679013,0.4896241269311151,0.5054107605547931,0.5026207041292537,AL West
110,20,2007,PHI,0.5493827160493827,5.506172839506172,5.067901234567901,0.5378737468373602,0.49204819705211,0.4911537058023772,NL East
111,21,2007,PIT,0.419753086419753,4.469135802469136,5.222222222222222,0.4292327538540728,0.4983734523485584,0.4927718166716725,NL Central
112,22,2007,SDP,0.5460122699386503,4.574074074074074,4.111111111111111,0.5486657057169135,0.5027628868485741,0.4984337652258258,NL West
113,23,2007,SEA,0.5432098765432098,4.901234567901234,5.018518518518518,0.4891828889884898,0.5019708857788583,0.5092961780177256,AL West
114,24,2007,SFG,0.4382716049382716,4.216049382716049,4.444444444444445,0.4758826984974215,0.51406923978183,0.5093308052743711,NL West
115,25,2007,STL,0.4814814814814814,4.4753086419753085,5.117283950617284,0.438978509053777,0.4898762720406786,0.4928670377464059,NL Central
116,26,2007,TBD,0.4074074074074074,4.827160493827161,5.827160493827161,0.4147078788876268,0.5163353727127108,0.5223230712032574,AL East
117,27,2007,TEX,0.4629629629629629,5.037037037037037,5.209876543209877,0.4845697024028823,0.5076207895137932,0.5059613966627924,AL West
118,28,2007,TOR,0.5123456790123457,4.648148148148148,4.314814814814815,0.5339921125702098,0.5015372488295304,0.5073396852025437,AL East
119,29,2007,WSN,0.4506172839506173,4.154320987654321,4.833333333333333,0.431179882977704,0.5025094839089129,0.5032612584858966,NL East
120,0,2008,ARI,0.5061728395061729,4.444444444444445,4.3580246913580245,0.5089824918159174,0.4807000521772742,0.4827483423411126,NL West
121,1,2008,ATL,0.4444444444444444,4.648148148148148,4.802469135802469,0.48506190380481,0.4969594943203813,0.4953094723876306,NL East
122,2,2008,BAL,0.422360248447205,4.827160493827161,5.364197530864198,0.4518883814532392,0.5209108563468077,0.5192674471280396,AL East
123,3,2008,BOS,0.5864197530864198,5.216049382716049,4.283950617283951,0.5891039377726041,0.5110982368176875,0.5110197261797691,AL East
124,4,2008,CHC,0.6024844720496895,5.277777777777778,4.141975308641976,0.6090851146461065,0.4888325973229816,0.4841813901766254,NL Central
125,5,2008,CHW,0.5460122699386503,5.006172839506172,4.5,0.5486128512267021,0.5090440110859817,0.5110884232616364,AL Central
126,6,2008,CIN,0.4567901234567901,4.345679012345679,4.938271604938271,0.4417814943217399,0.5081843019309467,0.5069789035237549,NL Central
127,7,2008,CLE,0.5,4.969135802469136,4.697530864197531,0.5256929306829677,0.4995818250381604,0.4995275650521554,AL Central
128,8,2008,COL,0.4567901234567901,4.611111111111111,5.074074074074074,0.4563400673785185,0.4855319820720741,0.4882955002989733,NL West
129,9,2008,DET,0.4567901234567901,5.067901234567901,5.290123456790123,0.4803765595818012,0.5068816893786402,0.5082204168344414,AL Central
130,10,2008,FLA,0.5217391304347826,4.753086419753086,4.734567901234568,0.5017859413220395,0.4869322393476979,0.4916762878187619,NL East
131,11,2008,HOU,0.5341614906832298,4.395061728395062,4.58641975308642,0.4805120811528294,0.4970217386570933,0.4968207902992933,NL Central
132,12,2008,KCR,0.4629629629629629,4.265432098765432,4.820987654320987,0.4442190002426103,0.5079100226220388,0.5138181356548718,AL Central
133,13,2008,LAA,0.6172839506172839,4.722222222222222,4.302469135802469,0.5424861690011568,0.4914255605734919,0.5000255269961732,AL West
134,14,2008,LAD,0.5185185185185185,4.320987654320987,4.0,0.5352556562262912,0.4844219408857766,0.4821367054173749,NL West
135,15,2008,MIL,0.5555555555555556,4.62962962962963,4.253086419753086,0.5387328525511604,0.4932457743734162,0.4932846197351246,NL Central
136,16,2008,MIN,0.5398773006134969,5.117283950617284,4.598765432098766,0.5487223426690181,0.5011780861277623,0.5033372966327307,AL Central
137,17,2008,NYM,0.5493827160493827,4.932098765432099,4.41358024691358,0.55064410439783,0.4852667891673076,0.4869794773732349,NL East
138,18,2008,NYY,0.5493827160493827,4.87037037037037,4.487654320987654,0.5373718997068374,0.5125277831544081,0.5144730547040819,AL East
139,19,2008,OAK,0.4658385093167702,3.9876543209876543,4.25925925925926,0.4698908408776968,0.5061486105470943,0.5028244467895614,AL West
140,20,2008,PHI,0.5679012345679012,4.932098765432099,4.197530864197531,0.5732493028008667,0.488391312867963,0.4901856802778717,NL East
141,21,2008,PIT,0.4135802469135802,4.537037037037037,5.45679012345679,0.4163455832749658,0.5113623784989642,0.5080711358271961,NL Central
142,22,2008,SDP,0.3888888888888889,3.932098765432099,4.716049382716049,0.4175861068838538,0.490326624024279,0.4911584926331857,NL West
143,23,2008,SEA,0.3765432098765432,4.141975308641976,5.006172839506172,0.4141627475098242,0.5099300472911757,0.5056665867573217,AL West
144,24,2008,SFG,0.4444444444444444,3.950617283950617,4.685185185185185,0.422607972324254,0.4853811663484911,0.4902284118812254,NL West
145,25,2008,STL,0.5308641975308642,4.808641975308642,4.4753086419753085,0.5328192661451935,0.4973670408900318,0.4925269918491901,NL Central
146,26,2008,TBR,0.5987654320987654,4.777777777777778,4.141975308641976,0.5649629632995102,0.5114173150900637,0.5149358730210216,AL East
147,27,2008,TEX,0.4876543209876543,5.561728395061729,5.969135802469136,0.4677028754985246,0.5050785579604232,0.5043677745548976,AL West
148,28,2008,TOR,0.5308641975308642,4.407407407407407,3.765432098765432,0.5715274723326224,0.5151448316193481,0.5131892750290341,AL East
