,Unnamed: 0,Season,Team,W%,RS/G,RA/G,skill,oppW%,schedulerank,Division
298,28,2013,TOR,0.4567901234567901,4.395061728395062,4.666666666666667,0.4725942096052978,0.5203996379423677,0.5169105092932568,AL East
299,29,2013,WSN,0.5308641975308642,4.049382716049383,3.864197530864197,0.521402679738865,0.488568815729309,0.4866059417032137,NL East
300,0,2014,ARI,0.3950617283950617,3.796296296296296,4.580246913580247,0.4149497372563035,0.5003429355281203,0.5013626613585201,NL West
301,1,2014,ATL,0.4876543209876543,3.537037037037037,3.685185185185185,0.4812369508945622,0.4971422039323269,0.5022810690854729,NL East
302,2,2014,BAL,0.5925925925925926,4.351851851851852,3.6604938271604937,0.5784945038358901,0.4974089315653096,0.4967881298276595,AL East
303,3,2014,BOS,0.4382716049382716,3.91358024691358,4.41358024691358,0.4452139806960462,0.513793629019966,0.5105458910348007,AL East
304,4,2014,CHC,0.4506172839506173,3.7901234567901234,4.364197530864198,0.4358319585464301,0.5040009144947412,0.5009577124705714,NL Central
305,5,2014,CHW,0.4506172839506173,4.074074074074074,4.679012345679013,0.4369987047471086,0.5071254381953965,0.5060514347536814,AL Central
306,6,2014,CIN,0.4691358024691358,3.67283950617284,3.7777777777777777,0.4871146774181603,0.5028577960676721,0.4961260109782692,NL Central
307,7,2014,CLE,0.5246913580246914,4.12962962962963,4.030864197530864,0.5110728601667703,0.4978280749885683,0.4968617392047162,AL Central
308,8,2014,COL,0.4074074074074074,4.660493827160494,5.049382716049383,0.4633994358233104,0.4975994513031544,0.4942567991985785,NL West
309,9,2014,DET,0.5555555555555556,4.672839506172839,4.351851851851852,0.5325122544329628,0.4971040999847579,0.4969605277344427,AL Central
310,10,2014,HOU,0.4320987654320987,3.882716049382716,4.462962962962963,0.4366230569998311,0.5118884316415175,0.5190903809935788,AL West
311,11,2014,KCR,0.5493827160493827,4.018518518518518,3.851851851851852,0.5193696694579265,0.4980185947264132,0.4983638285341475,AL Central
312,12,2014,LAA,0.6049382716049383,4.771604938271605,3.888888888888889,0.5925080760538068,0.4943225118122232,0.5030057548046093,AL West
313,13,2014,LAD,0.5802469135802469,4.432098765432099,3.808641975308642,0.5689157960754259,0.4825864959609811,0.4865142540546995,NL West
314,14,2014,MIA,0.4753086419753086,3.9814814814814814,4.160493827160494,0.4798900982058984,0.4975994513031544,0.5016899203954661,NL East
315,15,2014,MIL,0.5061728395061729,4.012345679012346,4.055555555555555,0.495099574480568,0.4955418381344302,0.493570977960293,NL Central
316,16,2014,MIN,0.4320987654320987,4.41358024691358,4.796296296296297,0.462028554495726,0.5113930803231209,0.5049052284537447,AL Central
317,17,2014,NYM,0.4876543209876543,3.882716049382716,3.814814814814815,0.5080708795708749,0.499314128943758,0.500011785904388,NL East
318,18,2014,NYY,0.5185185185185185,3.907407407407408,4.098765432098766,0.4781400786047977,0.503162627648224,0.5056019198325127,AL East
319,19,2014,OAK,0.5432098765432098,4.5,3.5308641975308643,0.6091733053540257,0.5008763907940859,0.5003142759593965,AL West
320,20,2014,PHI,0.4506172839506173,3.820987654320988,4.2407407407407405,0.4524592694610699,0.5051059289742413,0.5083983137410811,NL East
321,21,2014,PIT,0.5432098765432098,4.209876543209877,3.8950617283950617,0.5354988094739465,0.4965325407712234,0.492275959588743,NL Central
322,22,2014,SDP,0.4753086419753086,3.302469135802469,3.561728395061728,0.4654792077402105,0.4927983539094645,0.4977698091060558,NL West
323,23,2014,SEA,0.5370370370370371,3.91358024691358,3.419753086419753,0.561398124201097,0.5003810394756891,0.5045624473727528,AL West
324,24,2014,SFG,0.5432098765432098,4.104938271604938,3.7901234567901234,0.5364401672355801,0.4852156683432398,0.4909545578220998,NL West
325,25,2014,STL,0.5555555555555556,3.820987654320988,3.7222222222222223,0.5119787521780416,0.4950464868160336,0.494818760556151,NL Central
326,26,2014,TBR,0.4753086419753086,3.7777777777777777,3.858024691358025,0.4903848250089991,0.508992531626276,0.5045453251388471,AL East
327,27,2014,TEX,0.4135802469135802,3.932098765432099,4.771604938271605,0.4123831591410483,0.51364121322969,0.5222350430631929,AL West
328,28,2014,TOR,0.5123456790123457,4.462962962962963,4.234567901234568,0.5240147129328752,0.5044962658131378,0.500953209077165,AL East
329,29,2014,WSN,0.5925925925925926,4.234567901234568,3.425925925925926,0.5957516359849201,0.4878829446730676,0.4906590884685605,NL East
330,0,2015,ARI,0.4876543209876543,4.444444444444445,4.401234567901234,0.5044695605983237,0.4939795762841025,0.4962059623027798,NL West
331,1,2015,ATL,0.4135802469135802,3.537037037037037,4.691358024691358,0.373588665633083,0.4925316262764818,0.5002363374054991,NL East
332,2,2015,BAL,0.5,4.401234567901234,4.277777777777778,0.5130135854884983,0.5074773672018255,0.5151929552326002,AL East
333,3,2015,BOS,0.4814814814814814,4.617283950617284,4.648148148148148,0.4969520584593369,0.5071169180580519,0.5128508038069646,AL East
334,4,2015,CHC,0.5987654320987654,4.253086419753086,3.753086419753086,0.5569694081068235,0.4949264948817636,0.4943252796686063,NL Central
335,5,2015,CHW,0.4691358024691358,3.8395061728395055,4.327160493827161,0.4455149444398156,0.5157099499110588,0.5117376163388887,AL Central
336,6,2015,CIN,0.3950617283950617,3.950617283950617,4.654320987654321,0.4255620617211185,0.5201134408953334,0.5115073789257625,NL Central
337,7,2015,CLE,0.5031055900621118,4.12962962962963,3.950617283950617,0.5202634121802608,0.5039732240483712,0.4974280339167838,AL Central
338,8,2015,COL,0.419753086419753,4.549382716049383,5.209876543209877,0.4382953394983542,0.5012193263222064,0.5015685449009029,NL West
339,9,2015,DET,0.4596273291925465,4.253086419753086,4.95679012345679,0.4304053323149385,0.5130336801029228,0.5094128018881311,AL Central
340,10,2015,HOU,0.5308641975308642,4.5,3.814814814814815,0.5750019991219839,0.4981610703564537,0.4975167927583679,AL West
341,11,2015,KCR,0.5864197530864198,4.469135802469136,3.95679012345679,0.5554767370194127,0.5004683708834714,0.4980488743248302,AL Central
342,12,2015,LAA,0.5246913580246914,4.080246913580247,4.166666666666667,0.4904125009629004,0.5002757211112905,0.5075552707118668,AL West
343,13,2015,LAD,0.5679012345679012,4.117283950617284,3.67283950617284,0.5520701316200044,0.4840344459686018,0.4886148140291998,NL West
344,14,2015,MIA,0.4382716049382716,3.783950617283951,4.185185185185185,0.4540223278808709,0.4888736473098607,0.4891599138333649,NL East
345,15,2015,MIL,0.419753086419753,4.04320987654321,4.549382716049383,0.4462452126683335,0.5167044392755605,0.5081428031969969,NL Central
346,16,2015,MIN,0.5123456790123457,4.296296296296297,4.320987654320987,0.4973782403490214,0.5070984577604719,0.5034301950955448,AL Central
347,17,2015,NYM,0.5555555555555556,4.216049382716049,3.783950617283951,0.5493086524402659,0.4775186709343084,0.4802069997810633,NL East
348,18,2015,NYY,0.5370370370370371,4.716049382716049,4.308641975308642,0.5412406183198422,0.5031907914355574,0.5118080841879112,AL East
349,19,2015,OAK,0.419753086419753,4.283950617283951,4.5,0.477505384594139,0.5119752897083363,0.5091184399399098,AL West
350,20,2015,PHI,0.3888888888888889,3.864197530864197,4.993827160493828,0.3847817389603885,0.4969135802469132,0.4992223865958967,NL East
351,21,2015,PIT,0.6049382716049383,4.302469135802469,3.679012345679012,0.571133397117956,0.4927704267926127,0.4914956907066112,NL Central
352,22,2015,SDP,0.4567901234567901,4.012345679012346,4.512345679012346,0.4464765577634532,0.4971422039323269,0.5012043977502318,NL West
353,23,2015,SEA,0.4691358024691358,4.049382716049383,4.481481481481482,0.4537470448719298,0.5034575190685402,0.5090696017201055,AL West
354,24,2015,SFG,0.5185185185185185,4.296296296296297,3.87037037037037,0.5476196600856319,0.4880353604633436,0.488962687851416,NL West
355,25,2015,STL,0.6172839506172839,3.993827160493827,3.240740740740741,0.5944457716099114,0.4945468754289647,0.4914344380906236,NL Central
356,26,2015,TBR,0.4938271604938271,3.975308641975309,3.962962962962963,0.5014230144124839,0.5067169449438187,0.5150398455672348,AL East
357,27,2015,TEX,0.5432098765432098,4.635802469135802,4.524691358024692,0.5110971044489145,0.4968082618825144,0.5037850976525777,AL West
358,28,2015,TOR,0.5740740740740741,5.5,4.135802469135802,0.6275386733545641,0.4974195817369904,0.4987901603308958,AL East
359,29,2015,WSN,0.5123456790123457,4.339506172839506,3.919753086419753,0.5464083792483725,0.4816338972717569,0.479426981196046,NL East
360,0,2016,ARI,0.4259259259259259,4.641975308641976,5.493827160493828,0.423522955340928,0.5010777973740931,0.5095712219187367,NL West
361,1,2016,ATL,0.422360248447205,4.006172839506172,4.808641975308642,0.4172389057253656,0.4995967134990212,0.498686684392874,NL East
362,2,2016,BAL,0.5493827160493827,4.592592592592593,4.41358024691358,0.5181814901991048,0.5069822525539107,0.5134089363941836,AL East
363,3,2016,BOS,0.5740740740740741,5.419753086419753,4.283950617283951,0.6059619169407504,0.499578253201441,0.4990688061696193,AL East
364,4,2016,CHC,0.639751552795031,4.987654320987654,3.432098765432099,0.6646403632318666,0.4827074345771782,0.4848581444178777,NL Central
365,5,2016,CHW,0.4814814814814814,4.234567901234568,4.41358024691358,0.4810663091130325,0.5050503114110195,0.5023862835408891,AL Central
366,6,2016,CIN,0.419753086419753,4.419753086419753,5.271604938271605,0.4200570066746774,0.5106343147584868,0.5146432932619663,NL Central
367,7,2016,CLE,0.5838509316770186,4.796296296296297,4.172839506172839,0.5633631273508606,0.4864865888304782,0.4850774427401259,AL Central
368,8,2016,COL,0.4629629629629629,5.216049382716049,5.308641975308642,0.4919506344257012,0.4965181038718338,0.4987263663166782,NL West
369,9,2016,DET,0.5341614906832298,4.62962962962963,4.450617283950617,0.518033261384948,0.4923287996735837,0.4910969971793713,AL Central
370,10,2016,HOU,0.5185185185185185,4.469135802469136,4.327160493827161,0.5147654092977852,0.5023496645432586,0.499690274125745,AL West
371,11,2016,KCR,0.5,4.166666666666667,4.395061728395062,0.475604796922836,0.5010662005204852,0.500252557199663,AL Central
372,12,2016,LAA,0.4567901234567901,4.425925925925926,4.487654320987654,0.4936636728320497,0.513652810083298,0.5064989903808159,AL West
373,13,2016,LAD,0.5617283950617284,4.4753086419753085,3.938271604938272,0.55821850567826,0.4825422385808854,0.4926170315188564,NL West
374,14,2016,MIA,0.4906832298136646,4.04320987654321,4.209876543209877,0.4815279626722084,0.491211714999512,0.4909494791212441,NL East
375,15,2016,MIL,0.4506172839506173,4.141975308641976,4.524691358024692,0.4596556215660412,0.4997432125272522,0.5042294692835698,NL Central
376,16,2016,MIN,0.3641975308641975,4.45679012345679,5.487654320987654,0.4059407287917922,0.5153331705040414,0.506883548351115,AL Central
377,17,2016,NYM,0.5370370370370371,4.141975308641976,3.808641975308642,0.5383090741442359,0.4904392225469336,0.4870399334773784,NL East
378,18,2016,NYY,0.5185185185185185,4.197530864197531,4.333333333333333,0.48543704292879,0.5086607196107996,0.5153146595609742,AL East
379,19,2016,OAK,0.4259259259259259,4.030864197530864,4.697530864197531,0.4304310009493258,0.5147315541393189,0.511278341185308,AL West
380,20,2016,PHI,0.4382716049382716,3.765432098765432,4.91358024691358,0.3805919126585134,0.5008356834712171,0.5053446009258722,NL East
381,21,2016,PIT,0.484472049689441,4.5,4.679012345679013,0.4821606588883483,0.5012834640227729,0.5057687296945664,NL Central
382,22,2016,SDP,0.419753086419753,4.234567901234568,4.753086419753086,0.4473487688866751,0.5014564701449649,0.506327760268842,NL West
383,23,2016,SEA,0.5308641975308642,4.7407407407407405,4.364197530864198,0.5377900688400974,0.5010929442849281,0.497422281302017,AL West
384,24,2016,SFG,0.5370370370370371,4.41358024691358,3.8950617283950617,0.5569288987158342,0.4867310694381722,0.4932416928328597,NL West
385,25,2016,STL,0.5308641975308642,4.808641975308642,4.395061728395062,0.5410517907737533,0.4948304066661549,0.4976905621100492,NL Central
386,26,2016,TBR,0.419753086419753,4.148148148148148,4.401234567901234,0.4729319305369752,0.5187549523298309,0.5153619907137911,AL East
387,27,2016,TEX,0.5864197530864198,4.722222222222222,4.672839506172839,0.5048093571997315,0.4942716276586373,0.5010566694843319,AL West
388,28,2016,TOR,0.5493827160493827,4.685185185185185,4.111111111111111,0.559517270143786,0.5031560008747336,0.5030920807381223,AL East
389,29,2016,WSN,0.5864197530864198,4.709876543209877,3.7777777777777777,0.5995431961233919,0.4853174366504116,0.4804355803479011,NL East
390,0,2017,ARI,0.5740740740740741,5.012345679012346,4.067901234567901,0.5943702283954776,0.4964563328760855,0.4907420570582621,NL West
391,1,2017,ATL,0.4444444444444444,4.518518518518518,5.067901234567901,0.447697295398261,0.4939033683889647,0.4945839587410442,NL East
392,2,2017,BAL,0.4629629629629629,4.58641975308642,5.191358024691358,0.4435593316731012,0.5131077579637245,0.5175089152431973,AL East
393,3,2017,BOS,0.5740740740740741,4.845679012345679,4.1234567901234565,0.5733063349126163,0.4965325407712235,0.4998877703536373,AL East
394,4,2017,CHC,0.5679012345679012,5.074074074074074,4.290123456790123,0.5761836557371701,0.4873494894071021,0.4903130093195685,NL Central
395,5,2017,CHW,0.4135802469135802,4.3580246913580245,5.061728395061729,0.4319422817200881,0.5134506934918452,0.5123751982044614,AL Central
396,6,2017,CIN,0.419753086419753,4.648148148148148,5.364197530864198,0.4348233323374334,0.5105928974241726,0.5127812170992126,NL Central
397,7,2017,CLE,0.6296296296296297,5.049382716049383,3.4814814814814814,0.6638299302703247,0.4836915104404811,0.4808683885805522,AL Central
398,8,2017,COL,0.5370370370370371,5.08641975308642,4.672839506172839,0.5387216387182547,0.4996570644718788,0.4967001701339589,NL West
399,9,2017,DET,0.3950617283950617,4.537037037037037,5.518518518518518,0.4113521286408332,0.5130696540161556,0.511670550250489,AL Central
400,10,2017,HOU,0.6234567901234568,5.530864197530864,4.320987654320987,0.6110561685059698,0.4900548696844987,0.4926603315529581,AL West
401,11,2017,KCR,0.4938271604938271,4.333333333333333,4.882716049382716,0.4456068202131326,0.5016384697454651,0.5089689051622217,AL Central
402,12,2017,LAA,0.4938271604938271,4.382716049382716,4.376543209876544,0.5006448200452468,0.5066681908245689,0.5057817579792274,AL West
403,13,2017,LAD,0.6419753086419753,4.753086419753086,3.580246913580247,0.6268093968661068,0.4848727328151192,0.4838772274191421,NL West
404,14,2017,MIA,0.4753086419753086,4.802469135802469,5.074074074074074,0.4748523908545249,0.4907407407407402,0.4931549033598925,NL East
405,15,2017,MIL,0.5308641975308642,4.518518518518518,4.302469135802469,0.52240025523011,0.4950083828684647,0.4985089004774469,NL Central
406,16,2017,MIN,0.5246913580246914,5.030864197530864,4.864197530864198,0.5154083053482305,0.4976756591982924,0.4985724647066757,AL Central
407,17,2017,NYM,0.4320987654320987,4.537037037037037,5.327160493827161,0.4270748299801243,0.4972184118274648,0.5011750986827922,NL East
408,18,2017,NYY,0.5617283950617284,5.296296296296297,4.074074074074074,0.6177777700087579,0.4983615302545338,0.4936959675556778,AL East
409,19,2017,OAK,0.4629629629629629,4.561728395061729,5.098765432098766,0.4492569822807641,0.5059061118731896,0.5088486745319261,AL West
410,20,2017,PHI,0.4074074074074074,4.25925925925926,4.827160493827161,0.4429869020712325,0.5008001828989478,0.498978419255304,NL East
411,21,2017,PIT,0.4629629629629629,4.1234567901234565,4.512345679012346,0.4588608936572427,0.5007620789513788,0.5049258386730375,NL Central
412,22,2017,SDP,0.4382716049382716,3.728395061728395,5.037037037037037,0.3657397168055393,0.5104023776863278,0.5158077255151438,NL West
413,23,2017,SEA,0.4814814814814814,4.62962962962963,4.765432098765432,0.486776144926065,0.5047629934461205,0.5050961633450535,AL West
414,24,2017,SFG,0.3950617283950617,3.9444444444444446,4.790123456790123,0.4120556323375195,0.5144795000762074,0.5089454610135314,NL West
415,25,2017,STL,0.5123456790123457,4.697530864197531,4.351851851851852,0.5349123615658724,0.4969516841944821,0.4959532723844435,NL Central
416,26,2017,TBR,0.4938271604938271,4.283950617283951,4.345679012345679,0.4934551978185334,0.5082685566224656,0.5102878068183416,AL East
417,27,2017,TEX,0.4814814814814814,4.932098765432099,5.037037037037037,0.490369256574775,0.5033150434384998,0.5007884502723767,AL West
418,28,2017,TOR,0.4691358024691358,4.277777777777778,4.839506172839506,0.4437926743909883,0.5099832342630691,0.5149356400931319,AL East
419,29,2017,WSN,0.5987654320987654,5.055555555555555,4.148148148148148,0.589529599670679,0.474317939338515,0.4767580331722522,NL East
420,0,2018,ARI,0.5061728395061729,4.277777777777778,3.975308641975309,0.5334988002328822,0.5055768770976223,0.5050001358164137,NL West
421,1,2018,ATL,0.5555555555555556,4.685185185185185,4.055555555555555,0.5656442624253728,0.4938276236710273,0.49188567268464,NL East
422,2,2018,BAL,0.2901234567901234,3.8395061728395055,5.506172839506172,0.340792930295549,0.5278606124464054,0.5221156429878621,AL East
423,3,2018,BOS,0.6666666666666666,5.407407407407407,3.993827160493827,0.6351850714195733,0.4840940869300141,0.4870235959179711,AL East
424,4,2018,CHC,0.5828220858895705,4.697530864197531,3.9814814814814814,0.5750904390333869,0.4974217495224463,0.497485908510053,NL Central
425,5,2018,CHW,0.382716049382716,4.049382716049383,5.234567901234568,0.3846642164319071,0.4911893561728299,0.4965434812362461,AL Central
426,6,2018,CIN,0.4135802469135802,4.296296296296297,5.055555555555555,0.4260944024112484,0.5161123202213991,0.5143096685472753,NL Central
427,7,2018,CLE,0.5617283950617284,5.049382716049383,4.0,0.6049989027526039,0.468481970497871,0.468479619780649,AL Central
428,8,2018,COL,0.558282208588957,4.814814814814815,4.598765432098766,0.5209913425534081,0.5036006611510417,0.508981005983477,NL West
429,9,2018,DET,0.3950617283950617,3.888888888888889,4.91358024691358,0.394604195499355,0.4881861660231634,0.4928691482062241,AL Central
430,10,2018,HOU,0.6358024691358025,4.919753086419753,3.2962962962962963,0.6754281105398032,0.4979832959774382,0.4937160176323705,AL West
431,11,2018,KCR,0.3580246913580246,3.938271604938272,5.141975308641976,0.3803524545147042,0.4932336402923341,0.4956890108056211,AL Central
432,12,2018,LAA,0.4938271604938271,4.450617283950617,4.45679012345679,0.4993659046043366,0.5132746672800695,0.5135129464236965,AL West
433,13,2018,LAD,0.5644171779141104,4.962962962962963,3.765432098765432,0.6237126701150488,0.5011825799629841,0.4955427775365291,NL West
434,14,2018,MIA,0.391304347826087,3.635802469135802,4.993827160493828,0.358750351347651,0.509053800241738,0.5122520552287012,NL East
435,15,2018,MIL,0.588957055214724,4.654320987654321,4.067901234567901,0.5613010469085081,0.4991579336856042,0.5009969391834097,NL Central
436,16,2018,MIN,0.4814814814814814,4.555555555555555,4.783950617283951,0.4776343987244503,0.4804814456063015,0.4856538243093409,AL Central
437,17,2018,NYM,0.4753086419753086,4.172839506172839,4.364197530864198,0.4794983039309861,0.5016576386025244,0.500563552602281,NL East
438,18,2018,NYY,0.6172839506172839,5.253086419753086,4.12962962962963,0.608342274343906,0.4873710264209454,0.4885873733245016,AL East
439,19,2018,OAK,0.5987654320987654,5.018518518518518,4.160493827160494,0.5849498662045346,0.4982878937914405,0.4997610090749482,AL West
440,20,2018,PHI,0.4938271604938271,4.179012345679013,4.493827160493828,0.4668207081322085,0.4967653722545283,0.4995045627582039,NL East
441,21,2018,PIT,0.5093167701863354,4.271604938271605,4.277777777777778,0.4993393504501644,0.4995791998833682,0.4995162357438417,NL Central
442,22,2018,SDP,0.4074074074074074,3.808641975308642,4.734567901234568,0.4017351441055672,0.5143788889860539,0.5163969842232753,NL West
443,23,2018,SEA,0.5493827160493827,4.179012345679013,4.388888888888889,0.4775969807660702,0.5072000097246879,0.5148946562547492,AL West
444,24,2018,SFG,0.4506172839506173,3.7222222222222223,4.314814814814815,0.432820586272458,0.5130069131070216,0.5156994315689895,NL West
445,25,2018,STL,0.5432098765432098,4.685185185185185,4.265432098765432,0.542836574569076,0.4982053858151952,0.4971783022786501,NL Central
446,26,2018,TBR,0.5555555555555556,4.419753086419753,3.9876543209876543,0.5469293629281835,0.4957456114192555,0.4956098345256833,AL East
447,27,2018,TEX,0.4135802469135802,4.549382716049383,5.234567901234568,0.4361663089579811,0.520350079433873,0.5182660866911853,AL West
